Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,43.000000,44.950001,42.650002,43.639999,30.954453,234533400
2011-01-08,43.270000,45.939999,43.000000,44.910000,31.891874,231578900
2011-01-15,45.020000,45.540001,43.599998,45.290001,32.161724,182972000
2011-01-22,45.209999,45.880001,44.259998,44.540001,31.629122,154823400
2011-01-29,44.410000,46.000000,44.299999,44.590000,31.664635,137430200
2011-02-05,44.750000,46.889999,44.650002,46.570000,33.070683,162432800
2011-02-12,46.599998,48.360001,46.470001,48.000000,34.086166,155776800
2011-02-19,47.200001,47.270000,45.209999,46.680000,33.148796,139535700
2011-02-26,46.810001,47.180000,45.070000,45.520000,32.325054,139028400
2011-03-05,45.619999,47.099998,44.759998,45.740002,32.481285,140348300
2011-03-12,45.419998,46.180000,43.400002,45.740002,32.481285,226240600
2011-03-19,46.279999,46.380001,44.770000,45.860001,32.566498,117889300
2011-03-26,46.099998,46.880001,45.520000,46.349998,32.914448,112509600
2011-04-02,46.119999,47.799999,46.049999,46.840000,33.262421,121749700
2011-04-09,47.000000,47.369999,44.830002,44.889999,32.050537,185946400
2011-04-16,44.270000,44.970001,43.529999,44.680000,31.900604,137574700
2011-04-23,44.650002,46.020000,44.380001,45.630001,32.578884,107338100
2011-04-30,45.939999,46.070000,44.759998,45.040001,32.157639,131143700
2011-05-07,44.750000,45.500000,42.980000,43.150002,30.808222,136963700
2011-05-14,42.970001,44.349998,42.650002,43.130001,30.793936,145065000
2011-05-21,42.400002,43.150002,41.689999,42.790001,30.551184,144541600
2011-05-28,43.240002,43.380001,40.830002,41.570000,29.680128,145172100
2011-06-04,41.099998,41.500000,40.099998,41.049999,29.308859,194726600
2011-06-11,41.290001,42.439999,39.700001,40.799999,29.130367,183523200
2011-06-18,40.500000,41.529999,39.439999,39.490002,28.195053,167557100
2011-06-25,39.400002,41.720001,39.240002,41.580002,29.687279,177104200
2011-07-02,41.509998,41.790001,40.180000,40.740002,29.266241,96902300
2011-07-09,40.189999,41.240002,39.240002,39.980000,28.720289,218029200
2011-07-16,39.790001,42.549999,38.930000,42.189999,30.307875,179229800
2011-07-23,41.520000,41.910000,39.900002,40.450001,29.057907,140397600
2011-07-30,41.160000,41.369999,36.720001,37.599998,27.010576,262707300
2011-08-06,36.230000,37.849998,33.689999,35.910000,25.796530,384268000
2011-08-13,36.529999,37.259998,34.259998,34.349998,24.675875,217317000
2011-08-20,35.119999,38.570000,32.310001,36.209999,26.012039,239240900
2011-08-27,36.820000,38.029999,34.509998,34.630001,24.877022,165353300
